Goals,Level,Days,Time,Equipments,Gender,Workout
Increase Strength,Intermediate,3,60.0,"['Barbell', 'Bodyweight', 'Dumbbells']",Male,[]
Increase Strength,Intermediate,3,60.0,"['Barbell', 'Bodyweight', 'Dumbbells']",Female,[]
Increase Strength,Intermediate,3,67.5,"['Barbell', 'Bodyweight', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Bench Press Shrug', 'sets': 3, 'reps': 5}, {'exercise': 'Barbell Row', 'sets': 3, 'reps': 8}, {'exercise': 'Seated Arnold Press', 'sets': 3, 'reps': 10}, {'exercise': 'EZ Bar Skullcrusher', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Curl', 'sets': 3, 'reps': 10}], [{'exercise': 'Deadlift - Ramped', 'sets': 3, 'reps': 5}, {'exercise': 'Squat', 'sets': 3, 'reps': 9}, {'exercise': 'Pull Up or Rack Chins', 'sets': 3, 'reps': 15}, {'exercise': 'Seated Calf Raise', 'sets': 3, 'reps': 16}, {'exercise': 'Leg Curl', 'sets': 3, 'reps': 13}, {'exercise': 'Power Shrug', 'sets': 3, 'reps': 8}], [{'exercise': 'Military Press Variation - Standing or Seated', 'sets': 3, 'reps': 9}, {'exercise': 'Close Grip Bench Press', 'sets': 5, 'reps': 3}, {'exercise': 'Dumbbell Row', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'Face Pull', 'sets': 3, 'reps': 10}, {'exercise': 'Hammer Curl', 'sets': 3, 'reps': 10}]]"
Build Muscle,Intermediate,3,67.5,"['Barbell', 'Dumbbells']",Male,"[[{'exercise': 'Dumbbell Bench Press', 'sets': 6, 'reps': 5}], [], [{'exercise': 'Squats', 'sets': 6, 'reps': 5}]]"
Build Muscle,Intermediate,3,67.5,"['Barbell', 'Dumbbells']",Female,"[[{'exercise': 'Dumbbell Bench Press', 'sets': 6, 'reps': 5}], [], [{'exercise': 'Squats', 'sets': 6, 'reps': 5}]]"
Increase Strength,Intermediate,4,52.5,"['Bands', 'Barbell', 'Cables', 'Dumbbells', 'Machines', 'Other']",Male,"[[{'exercise': 'Front Squat (Pyramid Up)', 'sets': 4, 'reps': 5}, {'exercise': 'Close-Grip Bench', 'sets': 4, 'reps': 5}, {'exercise': 'Trap Bar Deadlift', 'sets': 5, 'reps': 3}], [{'exercise': 'Front Squat', 'sets': 5, 'reps': 2}, {'exercise': 'Pause Bench', 'sets': 3, 'reps': 3}, {'exercise': 'Speed Sumo Deadlift', 'sets': 10, 'reps': 1}], [{'exercise': 'Front Squat', 'sets': 5, 'reps': 7}, {'exercise': 'DB Bench', 'sets': 4, 'reps': 11}, {'exercise': 'Trap Bar Deadlift', 'sets': 3, 'reps': 7}], [{'exercise': 'Deadlift', 'sets': 3, 'reps': 4}, {'exercise': 'Neutral-Grip Pulldowns', 'sets': 7, 'reps': 7}, {'exercise': 'Seated Cable Rows', 'sets': 9, 'reps': 9}, {'exercise': 'DB Goblet Lateral Lunge', 'sets': 6, 'reps': 6}, {'exercise': 'Crossbody Hammer Curl', 'sets': 11, 'reps': 11}, {'exercise': 'Stir The Pot', 'sets': 6, 'reps': 6}], [{'exercise': 'Front Squat', 'sets': 4, 'reps': 5}, {'exercise': 'Bench T', 'sets': 4, 'reps': 4}, {'exercise': 'Stiff Deadlift', 'sets': 5, 'reps': 5}, {'exercise': 'Incline DB Row', 'sets': 6, 'reps': 6}, {'exercise': 'Incline DB Curl', 'sets': 9, 'reps': 9}, {'exercise': 'Half', 'sets': 5, 'reps': 5}], [{'exercise': 'DB Bench', 'sets': 5, 'reps': 7}, {'exercise': 'Banded External Rotation ', 'sets': 7, 'reps': 7}, {'exercise': 'Behind The Neck Snatch-Grip Push Press', 'sets': 4, 'reps': 4}, {'exercise': 'Banded Pushups', 'sets': 7, 'reps': 7}, {'exercise': 'Tall Kneeling Vertical Pallof Press', 'sets': 6, 'reps': 6}, {'exercise': 'Supine Tricep Extension w', 'sets': 13, 'reps': 13}], [{'exercise': 'High Bar Back Squat', 'sets': 7, 'reps': 4}, {'exercise': 'Clam Shells', 'sets': 6, 'reps': 6}, {'exercise': 'Glute Ham Raise', 'sets': 7, 'reps': 7}, {'exercise': 'RFESS ', 'sets': 7, 'reps': 7}, {'exercise': 'Reverse Sled Drags', 'sets': 17, 'reps': 17}, {'exercise': 'Valslide Body Saws', 'sets': 6, 'reps': 6}]]"
Increase Strength,Intermediate,4,52.5,"['Bands', 'Barbell', 'Cables', 'Dumbbells', 'Machines', 'Other']",Female,"[[{'exercise': 'Front Squat (Pyramid Up)', 'sets': 4, 'reps': 5}, {'exercise': 'Close-Grip Bench', 'sets': 4, 'reps': 5}, {'exercise': 'Trap Bar Deadlift', 'sets': 5, 'reps': 3}], [{'exercise': 'Front Squat', 'sets': 5, 'reps': 2}, {'exercise': 'Pause Bench', 'sets': 3, 'reps': 3}, {'exercise': 'Speed Sumo Deadlift', 'sets': 10, 'reps': 1}], [{'exercise': 'Front Squat', 'sets': 5, 'reps': 7}, {'exercise': 'DB Bench', 'sets': 4, 'reps': 11}, {'exercise': 'Trap Bar Deadlift', 'sets': 3, 'reps': 7}], [{'exercise': 'Deadlift', 'sets': 3, 'reps': 4}, {'exercise': 'Neutral-Grip Pulldowns', 'sets': 7, 'reps': 7}, {'exercise': 'Seated Cable Rows', 'sets': 9, 'reps': 9}, {'exercise': 'DB Goblet Lateral Lunge', 'sets': 6, 'reps': 6}, {'exercise': 'Crossbody Hammer Curl', 'sets': 11, 'reps': 11}, {'exercise': 'Stir The Pot', 'sets': 6, 'reps': 6}], [{'exercise': 'Front Squat', 'sets': 4, 'reps': 5}, {'exercise': 'Bench T', 'sets': 4, 'reps': 4}, {'exercise': 'Stiff Deadlift', 'sets': 5, 'reps': 5}, {'exercise': 'Incline DB Row', 'sets': 6, 'reps': 6}, {'exercise': 'Incline DB Curl', 'sets': 9, 'reps': 9}, {'exercise': 'Half', 'sets': 5, 'reps': 5}], [{'exercise': 'DB Bench', 'sets': 5, 'reps': 7}, {'exercise': 'Banded External Rotation ', 'sets': 7, 'reps': 7}, {'exercise': 'Behind The Neck Snatch-Grip Push Press', 'sets': 4, 'reps': 4}, {'exercise': 'Banded Pushups', 'sets': 7, 'reps': 7}, {'exercise': 'Tall Kneeling Vertical Pallof Press', 'sets': 6, 'reps': 6}, {'exercise': 'Supine Tricep Extension w', 'sets': 13, 'reps': 13}], [{'exercise': 'High Bar Back Squat', 'sets': 7, 'reps': 4}, {'exercise': 'Clam Shells', 'sets': 6, 'reps': 6}, {'exercise': 'Glute Ham Raise', 'sets': 7, 'reps': 7}, {'exercise': 'RFESS ', 'sets': 7, 'reps': 7}, {'exercise': 'Reverse Sled Drags', 'sets': 17, 'reps': 17}, {'exercise': 'Valslide Body Saws', 'sets': 6, 'reps': 6}]]"
Build Muscle,Intermediate,4,67.5,"['Barbell', 'Bodyweight', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Barbell Bench Press', 'sets': 7, 'reps': 30}, {'exercise': 'Chest Dips or DB Bench Press or Incline Bench Press', 'sets': 7, 'reps': 30}, {'exercise': 'Close Grip Bench Press', 'sets': 7, 'reps': 30}, {'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': 3}, {'exercise': '2 Chest Exercises of Choice', 'sets': 3, 'reps': 8}, {'exercise': '1 to 2 Tricep Exercises of Choice', 'sets': 3, 'reps': 8}], [{'exercise': 'Barbell Row or Yates Row or Seated Cable Row', 'sets': 7, 'reps': 30}, {'exercise': 'Pull Ups or Lat Pull Down or T Bar Row', 'sets': 7, 'reps': 30}, {'exercise': 'Deadlift', 'sets': 8, 'reps': 3}, {'exercise': '2 to 3 Back Exercises of Choice', 'sets': 3, 'reps': 8}, {'exercise': 'Optional: 1 Traps Exercise', 'sets': 3, 'reps': 9}], [{'exercise': 'Seated Press Behind The Neck or Military Press', 'sets': 7, 'reps': 30}, {'exercise': 'Seated Arnold Press or Upright Rows', 'sets': 7, 'reps': 30}, {'exercise': 'Barbell Curl or Standing Dumbbell Curl', 'sets': 7, 'reps': 30}, {'exercise': 'Seated Press Behind The Neck', 'sets': 8, 'reps': 3}, {'exercise': '2 to 3 Shoulder Exercises of Choice', 'sets': 3, 'reps': 8}, {'exercise': '1 to 3 Biceps Exercises of Choice', 'sets': 3, 'reps': 8}], [{'exercise': 'Squat', 'sets': 4, 'reps': 8}, {'exercise': 'Leg Extension', 'sets': 7, 'reps': 40}, {'exercise': 'Stiff Leg Deadlifts', 'sets': 7, 'reps': 35}, {'exercise': 'Squat', 'sets': 8, 'reps': 3}, {'exercise': '1 to 2 Quads Exercises of Choice', 'sets': 3, 'reps': 11}, {'exercise': '1 to 2 Hamstring Exercises of Choice', 'sets': 3, 'reps': 9}]]"
Build Muscle,Intermediate,4,67.5,"['Barbell', 'Bodyweight', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Barbell Bench Press', 'sets': 7, 'reps': 30}, {'exercise': 'Chest Dips or DB Bench Press or Incline Bench Press', 'sets': 7, 'reps': 30}, {'exercise': 'Close Grip Bench Press', 'sets': 7, 'reps': 30}, {'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': 3}, {'exercise': '2 Chest Exercises of Choice', 'sets': 3, 'reps': 8}, {'exercise': '1 to 2 Tricep Exercises of Choice', 'sets': 3, 'reps': 8}], [{'exercise': 'Barbell Row or Yates Row or Seated Cable Row', 'sets': 7, 'reps': 30}, {'exercise': 'Pull Ups or Lat Pull Down or T Bar Row', 'sets': 7, 'reps': 30}, {'exercise': 'Deadlift', 'sets': 8, 'reps': 3}, {'exercise': '2 to 3 Back Exercises of Choice', 'sets': 3, 'reps': 8}, {'exercise': 'Optional: 1 Traps Exercise', 'sets': 3, 'reps': 9}], [{'exercise': 'Seated Press Behind The Neck or Military Press', 'sets': 7, 'reps': 30}, {'exercise': 'Seated Arnold Press or Upright Rows', 'sets': 7, 'reps': 30}, {'exercise': 'Barbell Curl or Standing Dumbbell Curl', 'sets': 7, 'reps': 30}, {'exercise': 'Seated Press Behind The Neck', 'sets': 8, 'reps': 3}, {'exercise': '2 to 3 Shoulder Exercises of Choice', 'sets': 3, 'reps': 8}, {'exercise': '1 to 3 Biceps Exercises of Choice', 'sets': 3, 'reps': 8}], [{'exercise': 'Squat', 'sets': 4, 'reps': 8}, {'exercise': 'Leg Extension', 'sets': 7, 'reps': 40}, {'exercise': 'Stiff Leg Deadlifts', 'sets': 7, 'reps': 35}, {'exercise': 'Squat', 'sets': 8, 'reps': 3}, {'exercise': '1 to 2 Quads Exercises of Choice', 'sets': 3, 'reps': 11}, {'exercise': '1 to 2 Hamstring Exercises of Choice', 'sets': 3, 'reps': 9}]]"
Increase Strength,Intermediate,4,37.5,"['Barbell', 'Dumbbells', 'EZ Bar', 'Machines']",Male,"[[{'exercise': 'Military Press', 'sets': 4, 'reps': 5}, {'exercise': 'Lying Tricep Extension', 'sets': 4, 'reps': 5}], [{'exercise': 'Bent Over Barbell Row', 'sets': 4, 'reps': 5}], [{'exercise': 'Incline Bench Press', 'sets': 4, 'reps': 5}, {'exercise': 'Incline Dumbbell Curl', 'sets': 4, 'reps': 5}], [{'exercise': 'Squat', 'sets': 4, 'reps': 5}, {'exercise': 'Leg Curl', 'sets': 4, 'reps': 5}, {'exercise': 'Seated calf Raise', 'sets': 4, 'reps': 5}]]"
Increase Strength,Intermediate,4,37.5,"['Barbell', 'Dumbbells', 'EZ Bar', 'Machines']",Female,"[[{'exercise': 'Military Press', 'sets': 4, 'reps': 5}, {'exercise': 'Lying Tricep Extension', 'sets': 4, 'reps': 5}], [{'exercise': 'Bent Over Barbell Row', 'sets': 4, 'reps': 5}], [{'exercise': 'Incline Bench Press', 'sets': 4, 'reps': 5}, {'exercise': 'Incline Dumbbell Curl', 'sets': 4, 'reps': 5}], [{'exercise': 'Squat', 'sets': 4, 'reps': 5}, {'exercise': 'Leg Curl', 'sets': 4, 'reps': 5}, {'exercise': 'Seated calf Raise', 'sets': 4, 'reps': 5}]]"
Increase Strength,Intermediate,4,75.0,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Other']",Male,"[[{'exercise': 'Box Squat (bench shown in video)', 'sets': 5, 'reps': 23}, {'exercise': 'Deadlifts', 'sets': 5, 'reps': 29}, {'exercise': 'Barbell Rows', 'sets': 4, 'reps': 9}, {'exercise': 'Cable/Dumbbell/T-Bar rows (choose 1 per week, rotate)', 'sets': 4, 'reps': 9}, {'exercise': 'Hammer Curls', 'sets': 4, 'reps': 6}, {'exercise': 'Cable Crunches', 'sets': 4, 'reps': 6}], [{'exercise': 'Bench Press', 'sets': 5, 'reps': 23}, {'exercise': 'Floor Press/Dumbbell Floor Press/Rack Lockouts/Board Presses (choose 1 only, rotate week to week)', 'sets': 5, 'reps': 4}, {'exercise': 'Bench Press on Swiss ball if available', 'sets': 4, 'reps': 8}, {'exercise': 'Close Grip Bench Press/Dips (choose 1, rotate weekly)', 'sets': 4, 'reps': 6}, {'exercise': 'Skull Crushers/Pressdowns (choose 1, rotate weekly)', 'sets': 4, 'reps': 6}, {'exercise': 'Side Lateral Dumbbell Raises', 'sets': 4, 'reps': 8}], [{'exercise': 'Box Squat (bench shown in video)', 'sets': 8, 'reps': 15}, {'exercise': 'Barbell Rows', 'sets': 4, 'reps': 9}, {'exercise': 'Cable/Dumbbell/T-Bar rows (choose 1 per week, rotate)', 'sets': 4, 'reps': 9}, {'exercise': 'Hammer Curls', 'sets': 4, 'reps': 6}, {'exercise': 'Cable Crunches', 'sets': 4, 'reps': 6}], [{'exercise': 'Bench Press', 'sets': 8, 'reps': 15}, {'exercise': 'Dips', 'sets': 3, 'reps': 10}, {'exercise': 'Light, controlled, SLOW upright rows with a cambered bar', 'sets': 3, 'reps': 11}, {'exercise': 'External & internal cable rotation AND standing DB rotation', 'sets': 3, 'reps': 15}]]"
Increase Strength,Intermediate,4,75.0,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Other']",Female,"[[{'exercise': 'Box Squat (bench shown in video)', 'sets': 5, 'reps': 23}, {'exercise': 'Deadlifts', 'sets': 5, 'reps': 29}, {'exercise': 'Barbell Rows', 'sets': 4, 'reps': 9}, {'exercise': 'Cable/Dumbbell/T-Bar rows (choose 1 per week, rotate)', 'sets': 4, 'reps': 9}, {'exercise': 'Hammer Curls', 'sets': 4, 'reps': 6}, {'exercise': 'Cable Crunches', 'sets': 4, 'reps': 6}], [{'exercise': 'Bench Press', 'sets': 5, 'reps': 23}, {'exercise': 'Floor Press/Dumbbell Floor Press/Rack Lockouts/Board Presses (choose 1 only, rotate week to week)', 'sets': 5, 'reps': 4}, {'exercise': 'Bench Press on Swiss ball if available', 'sets': 4, 'reps': 8}, {'exercise': 'Close Grip Bench Press/Dips (choose 1, rotate weekly)', 'sets': 4, 'reps': 6}, {'exercise': 'Skull Crushers/Pressdowns (choose 1, rotate weekly)', 'sets': 4, 'reps': 6}, {'exercise': 'Side Lateral Dumbbell Raises', 'sets': 4, 'reps': 8}], [{'exercise': 'Box Squat (bench shown in video)', 'sets': 8, 'reps': 15}, {'exercise': 'Barbell Rows', 'sets': 4, 'reps': 9}, {'exercise': 'Cable/Dumbbell/T-Bar rows (choose 1 per week, rotate)', 'sets': 4, 'reps': 9}, {'exercise': 'Hammer Curls', 'sets': 4, 'reps': 6}, {'exercise': 'Cable Crunches', 'sets': 4, 'reps': 6}], [{'exercise': 'Bench Press', 'sets': 8, 'reps': 15}, {'exercise': 'Dips', 'sets': 3, 'reps': 10}, {'exercise': 'Light, controlled, SLOW upright rows with a cambered bar', 'sets': 3, 'reps': 11}, {'exercise': 'External & internal cable rotation AND standing DB rotation', 'sets': 3, 'reps': 15}]]"
Increase Strength,Intermediate,4,75.0,"['Bands', 'Barbell', 'Bodyweight', 'Cables', 'Dumbbells']",Male,"[[{'exercise': 'Barbell Squats', 'sets': 5, 'reps': 8}, {'exercise': 'Romanian Deadlift', 'sets': 3, 'reps': 10}, {'exercise': 'Walking Lunge', 'sets': 3, 'reps': 15}, {'exercise': 'Banded Good Morning', 'sets': 3, 'reps': 20}, {'exercise': 'Pallof Press', 'sets': 3, 'reps': 15}], [{'exercise': 'Bench Press', 'sets': 5, 'reps': 8}, {'exercise': 'Decline Dumbbell Bench Press', 'sets': 3, 'reps': 12}, {'exercise': 'Dumbbell Rows', 'sets': 5, 'reps': 10}, {'exercise': 'Dumbbell Reverse Fly', 'sets': 5, 'reps': 20}, {'exercise': 'Dips', 'sets': 3, 'reps': 15}, {'exercise': 'Barbell Reverse Curls', 'sets': 3, 'reps': 15}, {'exercise': 'Cable Rope Extension', 'sets': 3, 'reps': 15}], [{'exercise': 'Deadlift', 'sets': 5, 'reps': 8}, {'exercise': 'Hyperextension', 'sets': 3, 'reps': 10}, {'exercise': 'Box Squat', 'sets': 3, 'reps': 10}, {'exercise': 'T-Bar Row', 'sets': 3, 'reps': 10}, {'exercise': 'Lat Pull Down', 'sets': 3, 'reps': 12}, {'exercise': 'Dead Bug', 'sets': 3, 'reps': 11}], [{'exercise': 'Military Press', 'sets': 5, 'reps': 8}, {'exercise': '3 Way Shoulder Raise', 'sets': 3, 'reps': 15}, {'exercise': 'Pull Up', 'sets': 4, 'reps': 10}, {'exercise': 'Tricep Push Up', 'sets': 3, 'reps': 15}, {'exercise': 'Alternating Dumbbell Curls', 'sets': 3, 'reps': 15}, {'exercise': 'Dips', 'sets': 3, 'reps': 12}]]"
Increase Strength,Intermediate,4,75.0,"['Bands', 'Barbell', 'Bodyweight', 'Cables', 'Dumbbells']",Female,"[[{'exercise': 'Barbell Squats', 'sets': 5, 'reps': 8}, {'exercise': 'Romanian Deadlift', 'sets': 3, 'reps': 10}, {'exercise': 'Walking Lunge', 'sets': 3, 'reps': 15}, {'exercise': 'Banded Good Morning', 'sets': 3, 'reps': 20}, {'exercise': 'Pallof Press', 'sets': 3, 'reps': 15}], [{'exercise': 'Bench Press', 'sets': 5, 'reps': 8}, {'exercise': 'Decline Dumbbell Bench Press', 'sets': 3, 'reps': 12}, {'exercise': 'Dumbbell Rows', 'sets': 5, 'reps': 10}, {'exercise': 'Dumbbell Reverse Fly', 'sets': 5, 'reps': 20}, {'exercise': 'Dips', 'sets': 3, 'reps': 15}, {'exercise': 'Barbell Reverse Curls', 'sets': 3, 'reps': 15}, {'exercise': 'Cable Rope Extension', 'sets': 3, 'reps': 15}], [{'exercise': 'Deadlift', 'sets': 5, 'reps': 8}, {'exercise': 'Hyperextension', 'sets': 3, 'reps': 10}, {'exercise': 'Box Squat', 'sets': 3, 'reps': 10}, {'exercise': 'T-Bar Row', 'sets': 3, 'reps': 10}, {'exercise': 'Lat Pull Down', 'sets': 3, 'reps': 12}, {'exercise': 'Dead Bug', 'sets': 3, 'reps': 11}], [{'exercise': 'Military Press', 'sets': 5, 'reps': 8}, {'exercise': '3 Way Shoulder Raise', 'sets': 3, 'reps': 15}, {'exercise': 'Pull Up', 'sets': 4, 'reps': 10}, {'exercise': 'Tricep Push Up', 'sets': 3, 'reps': 15}, {'exercise': 'Alternating Dumbbell Curls', 'sets': 3, 'reps': 15}, {'exercise': 'Dips', 'sets': 3, 'reps': 12}]]"
Increase Strength,Intermediate,2,60.0,"['Barbell', 'Machines']",Male,"[[{'exercise': 'Paused Deadlift', 'sets': 1, 'reps': 3}, {'exercise': 'Paused Deadlift', 'sets': 3, 'reps': 6}, {'exercise': 'Leg Extensions', 'sets': 3, 'reps': 11}, {'exercise': 'Hamstring Curls', 'sets': 3, 'reps': 11}, {'exercise': 'Core Work', 'sets': 4, 'reps': 15}], [{'exercise': 'Deadlift', 'sets': 1, 'reps': 2}, {'exercise': 'Deadlift', 'sets': 2, 'reps': 3}, {'exercise': 'Deadlift', 'sets': 2, 'reps': 4}, {'exercise': 'Romanian Deadlift', 'sets': 3, 'reps': 9}, {'exercise': 'Core Work', 'sets': 3, 'reps': 15}], [{'exercise': 'Paused Deadlift', 'sets': 1, 'reps': 2}, {'exercise': 'Paused Deadlift', 'sets': 3, 'reps': 5}, {'exercise': 'Leg Extensions', 'sets': 3, 'reps': 9}, {'exercise': 'Hamstring Curls', 'sets': 3, 'reps': 9}, {'exercise': 'Core Work', 'sets': 4, 'reps': 15}], [{'exercise': 'Deadlift', 'sets': 1, 'reps': 1}, {'exercise': 'Deadlift', 'sets': 2, 'reps': 2}, {'exercise': 'Deadlift', 'sets': 2, 'reps': 3}, {'exercise': 'Romanian Deadlift', 'sets': 3, 'reps': 7}, {'exercise': 'Core Work', 'sets': 3, 'reps': 15}]]"
Increase Strength,Intermediate,2,60.0,"['Barbell', 'Machines']",Female,"[[{'exercise': 'Paused Deadlift', 'sets': 1, 'reps': 3}, {'exercise': 'Paused Deadlift', 'sets': 3, 'reps': 6}, {'exercise': 'Leg Extensions', 'sets': 3, 'reps': 11}, {'exercise': 'Hamstring Curls', 'sets': 3, 'reps': 11}, {'exercise': 'Core Work', 'sets': 4, 'reps': 15}], [{'exercise': 'Deadlift', 'sets': 1, 'reps': 2}, {'exercise': 'Deadlift', 'sets': 2, 'reps': 3}, {'exercise': 'Deadlift', 'sets': 2, 'reps': 4}, {'exercise': 'Romanian Deadlift', 'sets': 3, 'reps': 9}, {'exercise': 'Core Work', 'sets': 3, 'reps': 15}], [{'exercise': 'Paused Deadlift', 'sets': 1, 'reps': 2}, {'exercise': 'Paused Deadlift', 'sets': 3, 'reps': 5}, {'exercise': 'Leg Extensions', 'sets': 3, 'reps': 9}, {'exercise': 'Hamstring Curls', 'sets': 3, 'reps': 9}, {'exercise': 'Core Work', 'sets': 4, 'reps': 15}], [{'exercise': 'Deadlift', 'sets': 1, 'reps': 1}, {'exercise': 'Deadlift', 'sets': 2, 'reps': 2}, {'exercise': 'Deadlift', 'sets': 2, 'reps': 3}, {'exercise': 'Romanian Deadlift', 'sets': 3, 'reps': 7}, {'exercise': 'Core Work', 'sets': 3, 'reps': 15}]]"
Increase Strength,Beginner,3,90.0,"['Barbell', 'Cables', 'EZ Bar']",Male,"[[{'exercise': 'Squats', 'sets': 5, 'reps': 5}, {'exercise': 'Bench Press', 'sets': 5, 'reps': 5}, {'exercise': 'Bent Over Row', 'sets': 5, 'reps': 5}, {'exercise': 'Barbell Shrugs', 'sets': 3, 'reps': 8}, {'exercise': 'Tricep Extensions', 'sets': 3, 'reps': 8}, {'exercise': 'Straight Bar or Incline Curls', 'sets': 3, 'reps': 8}, {'exercise': 'Hyperextensions with plate', 'sets': 2, 'reps': 10}, {'exercise': 'Cable Crunches', 'sets': 3, 'reps': 10}], [{'exercise': 'Squats', 'sets': 5, 'reps': 5}, {'exercise': 'Deadlift', 'sets': 1, 'reps': 5}, {'exercise': 'Standing Press', 'sets': 5, 'reps': 5}, {'exercise': 'Bent Over Row (10% lighter than Workout A)', 'sets': 5, 'reps': 5}, {'exercise': 'Close Grip Bench Press', 'sets': 3, 'reps': 8}, {'exercise': 'Straight Bar or Incline Curls', 'sets': 3, 'reps': 8}, {'exercise': 'Cable Crunches', 'sets': 3, 'reps': 10}]]"
Increase Strength,Beginner,3,90.0,"['Barbell', 'Cables', 'EZ Bar']",Female,"[[{'exercise': 'Squats', 'sets': 5, 'reps': 5}, {'exercise': 'Bench Press', 'sets': 5, 'reps': 5}, {'exercise': 'Bent Over Row', 'sets': 5, 'reps': 5}, {'exercise': 'Barbell Shrugs', 'sets': 3, 'reps': 8}, {'exercise': 'Tricep Extensions', 'sets': 3, 'reps': 8}, {'exercise': 'Straight Bar or Incline Curls', 'sets': 3, 'reps': 8}, {'exercise': 'Hyperextensions with plate', 'sets': 2, 'reps': 10}, {'exercise': 'Cable Crunches', 'sets': 3, 'reps': 10}], [{'exercise': 'Squats', 'sets': 5, 'reps': 5}, {'exercise': 'Deadlift', 'sets': 1, 'reps': 5}, {'exercise': 'Standing Press', 'sets': 5, 'reps': 5}, {'exercise': 'Bent Over Row (10% lighter than Workout A)', 'sets': 5, 'reps': 5}, {'exercise': 'Close Grip Bench Press', 'sets': 3, 'reps': 8}, {'exercise': 'Straight Bar or Incline Curls', 'sets': 3, 'reps': 8}, {'exercise': 'Cable Crunches', 'sets': 3, 'reps': 10}]]"
Increase Strength,Intermediate,4,67.5,"['Barbell', 'Dumbbells']",Male,"[[{'exercise': 'Week 1', 'sets': 70, 'reps': 7}, {'exercise': 'Week 2', 'sets': 70, 'reps': 7}, {'exercise': 'Week 3', 'sets': 70, 'reps': 8}, {'exercise': 'Week 4', 'sets': 75, 'reps': 6}, {'exercise': 'Week 5', 'sets': 75, 'reps': 6}, {'exercise': 'Week 6', 'sets': 75, 'reps': 7}, {'exercise': 'Week 7', 'sets': 80, 'reps': 4}, {'exercise': 'Week 8', 'sets': 80, 'reps': 5}, {'exercise': 'Week 9', 'sets': 80, 'reps': 5}, {'exercise': 'Week 10', 'sets': 85, 'reps': 3}]]"
Increase Strength,Intermediate,4,67.5,"['Barbell', 'Dumbbells']",Female,"[[{'exercise': 'Week 1', 'sets': 70, 'reps': 7}, {'exercise': 'Week 2', 'sets': 70, 'reps': 7}, {'exercise': 'Week 3', 'sets': 70, 'reps': 8}, {'exercise': 'Week 4', 'sets': 75, 'reps': 6}, {'exercise': 'Week 5', 'sets': 75, 'reps': 6}, {'exercise': 'Week 6', 'sets': 75, 'reps': 7}, {'exercise': 'Week 7', 'sets': 80, 'reps': 4}, {'exercise': 'Week 8', 'sets': 80, 'reps': 5}, {'exercise': 'Week 9', 'sets': 80, 'reps': 5}, {'exercise': 'Week 10', 'sets': 85, 'reps': 3}]]"
