Goals,Level,Days,Time,Equipments,Gender,Workout
Increase Strength,Intermediate,6,75.0,"['Barbell', 'Bodyweight', 'Dumbbells']",Male,"[[{'exercise': 'Parallel Squats - Week 1', 'sets': 7, 'reps': 1}, {'exercise': 'Parallel Squats - Week 2', 'sets': 5, 'reps': 5}, {'exercise': 'Half Squat From Bottom Position', 'sets': 4, 'reps': 1}, {'exercise': 'Quarter Squat From Bottom Position', 'sets': 4, 'reps': 1}, {'exercise': 'Speed Deadlifts', 'sets': 7, 'reps': 1}], [{'exercise': 'Bench Press - Week 1', 'sets': 5, 'reps': 5}, {'exercise': 'Bench Press - Week 2', 'sets': 7, 'reps': 1}, {'exercise': 'Weighted Dips (Add weight when you can total 35)', 'sets': 5, 'reps': 15}, {'exercise': 'Chest Supported Rows', 'sets': 5, 'reps': 5}, {'exercise': 'Barbell Curls (5x5 or 4x6)', 'sets': 5, 'reps': 5}], [{'exercise': 'Speed Squats (50-60% of your Max)', 'sets': 12, 'reps': 2}, {'exercise': 'Heavy Conventional Stance Deadlifts - Week 1', 'sets': 5, 'reps': 5}, {'exercise': 'Heavy Sumo Stance Deadlifts - Week 2', 'sets': 4, 'reps': 1}], [{'exercise': 'Power Clean', 'sets': 7, 'reps': 1}, {'exercise': 'Two Hand Snatch - Week 1', 'sets': 7, 'reps': 1}, {'exercise': 'Single Arm Snatch - Week 2', 'sets': 4, 'reps': 1}, {'exercise': 'Seated Dumbbell Press - Week 1', 'sets': 5, 'reps': 4}, {'exercise': 'Standing Military Press - Week 2', 'sets': 5, 'reps': 4}, {'exercise': 'Seated Behind The Neck Press - Week 3', 'sets': 5, 'reps': 4}, {'exercise': 'Bent Over Row - Week 1 (Any rep range can be used)', 'sets': 5, 'reps': 5}, {'exercise': 'Yates Row - Week 2 (Any rep range can be used)', 'sets': 5, 'reps': 5}], [{'exercise': 'ATG (Ass to Grass) Squats - Week 1', 'sets': 7, 'reps': 1}, {'exercise': 'Front Squats - Week 2', 'sets': 7, 'reps': 1}, {'exercise': 'Deficit Deadlifts', 'sets': 5, 'reps': 15}], [{'exercise': 'Dumbbell Bench Press - Week 1', 'sets': 5, 'reps': 5}, {'exercise': 'Incline Bench Press - Week 2', 'sets': 5, 'reps': 3}, {'exercise': 'Weighted Pull Ups - Week 2', 'sets': 5, 'reps': 5}, {'exercise': 'Reverse Grip Clean and Press', 'sets': 7, 'reps': 1}, {'exercise': 'Seated Military Press - Week 1', 'sets': 5, 'reps': 5}, {'exercise': 'Bottom Position Seated Military Press - Week 2', 'sets': 7, 'reps': 1}]]"
Increase Strength,Intermediate,6,75.0,"['Barbell', 'Bodyweight', 'Dumbbells']",Female,"[[{'exercise': 'Parallel Squats - Week 1', 'sets': 7, 'reps': 1}, {'exercise': 'Parallel Squats - Week 2', 'sets': 5, 'reps': 5}, {'exercise': 'Half Squat From Bottom Position', 'sets': 4, 'reps': 1}, {'exercise': 'Quarter Squat From Bottom Position', 'sets': 4, 'reps': 1}, {'exercise': 'Speed Deadlifts', 'sets': 7, 'reps': 1}], [{'exercise': 'Bench Press - Week 1', 'sets': 5, 'reps': 5}, {'exercise': 'Bench Press - Week 2', 'sets': 7, 'reps': 1}, {'exercise': 'Weighted Dips (Add weight when you can total 35)', 'sets': 5, 'reps': 15}, {'exercise': 'Chest Supported Rows', 'sets': 5, 'reps': 5}, {'exercise': 'Barbell Curls (5x5 or 4x6)', 'sets': 5, 'reps': 5}], [{'exercise': 'Speed Squats (50-60% of your Max)', 'sets': 12, 'reps': 2}, {'exercise': 'Heavy Conventional Stance Deadlifts - Week 1', 'sets': 5, 'reps': 5}, {'exercise': 'Heavy Sumo Stance Deadlifts - Week 2', 'sets': 4, 'reps': 1}], [{'exercise': 'Power Clean', 'sets': 7, 'reps': 1}, {'exercise': 'Two Hand Snatch - Week 1', 'sets': 7, 'reps': 1}, {'exercise': 'Single Arm Snatch - Week 2', 'sets': 4, 'reps': 1}, {'exercise': 'Seated Dumbbell Press - Week 1', 'sets': 5, 'reps': 4}, {'exercise': 'Standing Military Press - Week 2', 'sets': 5, 'reps': 4}, {'exercise': 'Seated Behind The Neck Press - Week 3', 'sets': 5, 'reps': 4}, {'exercise': 'Bent Over Row - Week 1 (Any rep range can be used)', 'sets': 5, 'reps': 5}, {'exercise': 'Yates Row - Week 2 (Any rep range can be used)', 'sets': 5, 'reps': 5}], [{'exercise': 'ATG (Ass to Grass) Squats - Week 1', 'sets': 7, 'reps': 1}, {'exercise': 'Front Squats - Week 2', 'sets': 7, 'reps': 1}, {'exercise': 'Deficit Deadlifts', 'sets': 5, 'reps': 15}], [{'exercise': 'Dumbbell Bench Press - Week 1', 'sets': 5, 'reps': 5}, {'exercise': 'Incline Bench Press - Week 2', 'sets': 5, 'reps': 3}, {'exercise': 'Weighted Pull Ups - Week 2', 'sets': 5, 'reps': 5}, {'exercise': 'Reverse Grip Clean and Press', 'sets': 7, 'reps': 1}, {'exercise': 'Seated Military Press - Week 1', 'sets': 5, 'reps': 5}, {'exercise': 'Bottom Position Seated Military Press - Week 2', 'sets': 7, 'reps': 1}]]"
Increase Strength,Beginner,3,37.5,['Kettle Bells'],Male,"[[{'exercise': 'Kettlebell Swing', 'sets': 3, 'reps': 12}, {'exercise': 'Kettlebell Ab Pullover and Crunch', 'sets': 3, 'reps': 12}, {'exercise': 'Kettlebell Side Bend', 'sets': 3, 'reps': 12}, {'exercise': 'High Knees with Kettlebell', 'sets': 3, 'reps': 30}]]"
Increase Strength,Beginner,3,37.5,['Kettle Bells'],Female,"[[{'exercise': 'Kettlebell Swing', 'sets': 3, 'reps': 12}, {'exercise': 'Kettlebell Ab Pullover and Crunch', 'sets': 3, 'reps': 12}, {'exercise': 'Kettlebell Side Bend', 'sets': 3, 'reps': 12}, {'exercise': 'High Knees with Kettlebell', 'sets': 3, 'reps': 30}]]"
Increase Strength,Beginner,3,52.5,"['Barbell', 'Bodyweight', 'Dumbbells', 'EZ Bar', 'Machines']",Male,"[[{'exercise': 'Squat', 'sets': 3, 'reps': 15}, {'exercise': 'Bench Press', 'sets': 3, 'reps': 15}, {'exercise': 'Barbell Row', 'sets': 3, 'reps': 15}, {'exercise': 'Lying Tricep Extension', 'sets': 3, 'reps': 15}, {'exercise': 'Leg Curl', 'sets': 3, 'reps': 15}, {'exercise': 'Dumbbell Curl', 'sets': 3, 'reps': 15}, {'exercise': 'Weighted Sit Up', 'sets': 3, 'reps': 18}], [{'exercise': 'Deadlift', 'sets': 3, 'reps': 15}, {'exercise': 'Overhead Press', 'sets': 3, 'reps': 15}, {'exercise': 'Pull Ups', 'sets': 3, 'reps': 15}, {'exercise': 'Dips or Cable Extension', 'sets': 3, 'reps': 15}, {'exercise': 'Seated Calf Raise', 'sets': 3, 'reps': 15}, {'exercise': 'Power Barbell Shrug', 'sets': 3, 'reps': 15}, {'exercise': 'Plank or Ab Wheel Rollout', 'sets': 3, 'reps': 18}], [{'exercise': 'Squat', 'sets': 3, 'reps': 15}, {'exercise': 'Bench Press', 'sets': 3, 'reps': 15}, {'exercise': 'Barbell Row', 'sets': 3, 'reps': 15}, {'exercise': 'Lying Tricep Extension', 'sets': 3, 'reps': 15}, {'exercise': 'Leg Curl', 'sets': 3, 'reps': 15}, {'exercise': 'Dumbbell Curl', 'sets': 3, 'reps': 15}, {'exercise': 'Cable Crunch', 'sets': 3, 'reps': 18}]]"
Increase Strength,Beginner,3,52.5,"['Barbell', 'Bodyweight', 'Dumbbells', 'EZ Bar', 'Machines']",Female,"[[{'exercise': 'Squat', 'sets': 3, 'reps': 15}, {'exercise': 'Bench Press', 'sets': 3, 'reps': 15}, {'exercise': 'Barbell Row', 'sets': 3, 'reps': 15}, {'exercise': 'Lying Tricep Extension', 'sets': 3, 'reps': 15}, {'exercise': 'Leg Curl', 'sets': 3, 'reps': 15}, {'exercise': 'Dumbbell Curl', 'sets': 3, 'reps': 15}, {'exercise': 'Weighted Sit Up', 'sets': 3, 'reps': 18}], [{'exercise': 'Deadlift', 'sets': 3, 'reps': 15}, {'exercise': 'Overhead Press', 'sets': 3, 'reps': 15}, {'exercise': 'Pull Ups', 'sets': 3, 'reps': 15}, {'exercise': 'Dips or Cable Extension', 'sets': 3, 'reps': 15}, {'exercise': 'Seated Calf Raise', 'sets': 3, 'reps': 15}, {'exercise': 'Power Barbell Shrug', 'sets': 3, 'reps': 15}, {'exercise': 'Plank or Ab Wheel Rollout', 'sets': 3, 'reps': 18}], [{'exercise': 'Squat', 'sets': 3, 'reps': 15}, {'exercise': 'Bench Press', 'sets': 3, 'reps': 15}, {'exercise': 'Barbell Row', 'sets': 3, 'reps': 15}, {'exercise': 'Lying Tricep Extension', 'sets': 3, 'reps': 15}, {'exercise': 'Leg Curl', 'sets': 3, 'reps': 15}, {'exercise': 'Dumbbell Curl', 'sets': 3, 'reps': 15}, {'exercise': 'Cable Crunch', 'sets': 3, 'reps': 18}]]"
Increase Strength,Intermediate,4,37.5,"['Barbell', 'Bodyweight', 'Dumbbells']",Male,"[[{'exercise': 'Paused Squats', 'sets': 4, 'reps': 9}, {'exercise': 'Stiff Leg Deadlift', 'sets': 4, 'reps': 9}, {'exercise': 'Hack Squats', 'sets': 4, 'reps': 9}, {'exercise': 'Leg Curls', 'sets': 3, 'reps': 13}, {'exercise': 'Leg Press Calf Raise', 'sets': 3, 'reps': 18}, {'exercise': 'Ab Wheel Roll Out', 'sets': 3, 'reps': 13}], [{'exercise': 'Deadlift', 'sets': 4, 'reps': 5}, {'exercise': 'Leg Press', 'sets': 4, 'reps': 18}, {'exercise': 'Front Squat', 'sets': 4, 'reps': 9}, {'exercise': 'Reverse Hack Squat', 'sets': 3, 'reps': 9}, {'exercise': 'Seated Calf Raise', 'sets': 3, 'reps': 13}, {'exercise': 'Plank', 'sets': 3, 'reps': 60}], [{'exercise': 'Incline Dumbbell Bench Press', 'sets': 5, 'reps': 9}, {'exercise': 'Barbell Rows', 'sets': 5, 'reps': 9}, {'exercise': 'Seated Overhead Press', 'sets': 5, 'reps': 9}, {'exercise': 'Skullcrushers', 'sets': 3, 'reps': 11}, {'exercise': 'EZ Bar Curls', 'sets': 3, 'reps': 11}], [{'exercise': 'Bench Press', 'sets': 5, 'reps': 9}, {'exercise': 'Pull Ups', 'sets': 5, 'reps': 15}, {'exercise': 'Seated Arnold Press', 'sets': 5, 'reps': 9}, {'exercise': 'Cable Tricep Extensions', 'sets': 3, 'reps': 11}, {'exercise': 'Dumbbell Curls', 'sets': 3, 'reps': 11}], [{'exercise': 'Close Grip Bench Press', 'sets': 4, 'reps': 9}, {'exercise': 'Barbell Rows', 'sets': 4, 'reps': 9}, {'exercise': 'Seated Overhead Press', 'sets': 4, 'reps': 9}, {'exercise': 'Skullcrushers', 'sets': 4, 'reps': 11}, {'exercise': 'EZ Bar Curls', 'sets': 4, 'reps': 11}], [{'exercise': 'Pull Ups', 'sets': 4, 'reps': 15}, {'exercise': 'Seated Arnold Press', 'sets': 4, 'reps': 9}, {'exercise': 'Cable Tricep Extensions', 'sets': 4, 'reps': 11}, {'exercise': 'Dumbbell Curls', 'sets': 4, 'reps': 11}]]"
Increase Strength,Intermediate,4,37.5,"['Barbell', 'Bodyweight', 'Dumbbells']",Female,"[[{'exercise': 'Paused Squats', 'sets': 4, 'reps': 9}, {'exercise': 'Stiff Leg Deadlift', 'sets': 4, 'reps': 9}, {'exercise': 'Hack Squats', 'sets': 4, 'reps': 9}, {'exercise': 'Leg Curls', 'sets': 3, 'reps': 13}, {'exercise': 'Leg Press Calf Raise', 'sets': 3, 'reps': 18}, {'exercise': 'Ab Wheel Roll Out', 'sets': 3, 'reps': 13}], [{'exercise': 'Deadlift', 'sets': 4, 'reps': 5}, {'exercise': 'Leg Press', 'sets': 4, 'reps': 18}, {'exercise': 'Front Squat', 'sets': 4, 'reps': 9}, {'exercise': 'Reverse Hack Squat', 'sets': 3, 'reps': 9}, {'exercise': 'Seated Calf Raise', 'sets': 3, 'reps': 13}, {'exercise': 'Plank', 'sets': 3, 'reps': 60}], [{'exercise': 'Incline Dumbbell Bench Press', 'sets': 5, 'reps': 9}, {'exercise': 'Barbell Rows', 'sets': 5, 'reps': 9}, {'exercise': 'Seated Overhead Press', 'sets': 5, 'reps': 9}, {'exercise': 'Skullcrushers', 'sets': 3, 'reps': 11}, {'exercise': 'EZ Bar Curls', 'sets': 3, 'reps': 11}], [{'exercise': 'Bench Press', 'sets': 5, 'reps': 9}, {'exercise': 'Pull Ups', 'sets': 5, 'reps': 15}, {'exercise': 'Seated Arnold Press', 'sets': 5, 'reps': 9}, {'exercise': 'Cable Tricep Extensions', 'sets': 3, 'reps': 11}, {'exercise': 'Dumbbell Curls', 'sets': 3, 'reps': 11}], [{'exercise': 'Close Grip Bench Press', 'sets': 4, 'reps': 9}, {'exercise': 'Barbell Rows', 'sets': 4, 'reps': 9}, {'exercise': 'Seated Overhead Press', 'sets': 4, 'reps': 9}, {'exercise': 'Skullcrushers', 'sets': 4, 'reps': 11}, {'exercise': 'EZ Bar Curls', 'sets': 4, 'reps': 11}], [{'exercise': 'Pull Ups', 'sets': 4, 'reps': 15}, {'exercise': 'Seated Arnold Press', 'sets': 4, 'reps': 9}, {'exercise': 'Cable Tricep Extensions', 'sets': 4, 'reps': 11}, {'exercise': 'Dumbbell Curls', 'sets': 4, 'reps': 11}]]"
Increase Strength,Beginner,4,67.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Incline Bench Press (15-25 degrees, pyramid up in weight)', 'sets': 3, 'reps': 8}, {'exercise': 'V-Bar Pushdown (45 seconds rest between sets)', 'sets': 4, 'reps': 15}, {'exercise': 'Skullcrushers (45 seconds rest between sets)', 'sets': 4, 'reps': 15}], [{'exercise': 'Kroc Row (2 warm up sets, then 1x20 as heavy on these as possible without straps)', 'sets': 1, 'reps': 20}, {'exercise': 'Chest Supported Row (Pyramid up in weight)', 'sets': 3, 'reps': 8}, {'exercise': 'Barbell Curl (45 seconds rest between sets)', 'sets': 4, 'reps': 15}, {'exercise': 'Incline Dumbbell Curl (45 seconds rest between sets)', 'sets': 4, 'reps': 15}], [{'exercise': 'Seated Dumbbell Power Cleans (Pyramid up in weight)', 'sets': 3, 'reps': 13}, {'exercise': 'Leaning Dumbbell Lateral Raise', 'sets': 3, 'reps': 15}, {'exercise': 'Bent Over Lateral Raise (Pyramid up in weight)', 'sets': 3, 'reps': 13}, {'exercise': 'Barbell Shrug (Pyramid up in weight)', 'sets': 3, 'reps': 13}], [{'exercise': 'Walking Lunge (You can hold dumbbells, use chains around your neck or carry a barbell on your shoulders in the standard back squat position)', 'sets': 2, 'reps': 30}, {'exercise': 'Leg Extension (Pyramid up in weight)', 'sets': 3, 'reps': 13}, {'exercise': 'Stiff Leg Deadlift with Dumbbells (Pyramid up in weight)', 'sets': 3, 'reps': 8}, {'exercise': 'Leg Curls (Pyramid up in weight)', 'sets': 5, 'reps': 13}], [{'exercise': 'Incline Dumbbell Bench Press (At 15-25 degree angle)', 'sets': 4, 'reps': 10}, {'exercise': 'Dips (Using bodyweight)', 'sets': 3, 'reps': 15}, {'exercise': 'Cable Tricep Extensions w/Rope (45 secs rest between sets)', 'sets': 4, 'reps': 15}, {'exercise': 'Bench Dips (Put plates in your lap to add resistance; only 45 sec rest between sets)', 'sets': 4, 'reps': 15}], [{'exercise': 'Dumbbell Rows ', 'sets': 1, 'reps': 20}, {'exercise': 'Wide Grip Lat Pull Down', 'sets': 4, 'reps': 15}, {'exercise': 'Rows ', 'sets': 5, 'reps': 15}, {'exercise': 'Seated Barbell Curl (45 secs rest between sets)', 'sets': 4, 'reps': 15}, {'exercise': 'Dumbbell Spider Curls (45 secs rest between sets)', 'sets': 4, 'reps': 15}], [{'exercise': 'Machine Rear Delt Laterals', 'sets': 3, 'reps': 20}, {'exercise': 'Dumbbell Shrugs (Work up to max set of 10 reps then 3x10 reps heavy as possible)', 'sets': 3, 'reps': 10}], [{'exercise': 'Leg Press **', 'sets': 10, 'reps': 50}, {'exercise': 'Bulgarian Split Squat (Reps are per leg)', 'sets': 3, 'reps': 12}, {'exercise': 'Dumbbell Stiff Leg Deadlift', 'sets': 4, 'reps': 10}, {'exercise': 'Seated Leg Curls', 'sets': 3, 'reps': 20}]]"
Increase Strength,Beginner,4,67.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Incline Bench Press (15-25 degrees, pyramid up in weight)', 'sets': 3, 'reps': 8}, {'exercise': 'V-Bar Pushdown (45 seconds rest between sets)', 'sets': 4, 'reps': 15}, {'exercise': 'Skullcrushers (45 seconds rest between sets)', 'sets': 4, 'reps': 15}], [{'exercise': 'Kroc Row (2 warm up sets, then 1x20 as heavy on these as possible without straps)', 'sets': 1, 'reps': 20}, {'exercise': 'Chest Supported Row (Pyramid up in weight)', 'sets': 3, 'reps': 8}, {'exercise': 'Barbell Curl (45 seconds rest between sets)', 'sets': 4, 'reps': 15}, {'exercise': 'Incline Dumbbell Curl (45 seconds rest between sets)', 'sets': 4, 'reps': 15}], [{'exercise': 'Seated Dumbbell Power Cleans (Pyramid up in weight)', 'sets': 3, 'reps': 13}, {'exercise': 'Leaning Dumbbell Lateral Raise', 'sets': 3, 'reps': 15}, {'exercise': 'Bent Over Lateral Raise (Pyramid up in weight)', 'sets': 3, 'reps': 13}, {'exercise': 'Barbell Shrug (Pyramid up in weight)', 'sets': 3, 'reps': 13}], [{'exercise': 'Walking Lunge (You can hold dumbbells, use chains around your neck or carry a barbell on your shoulders in the standard back squat position)', 'sets': 2, 'reps': 30}, {'exercise': 'Leg Extension (Pyramid up in weight)', 'sets': 3, 'reps': 13}, {'exercise': 'Stiff Leg Deadlift with Dumbbells (Pyramid up in weight)', 'sets': 3, 'reps': 8}, {'exercise': 'Leg Curls (Pyramid up in weight)', 'sets': 5, 'reps': 13}], [{'exercise': 'Incline Dumbbell Bench Press (At 15-25 degree angle)', 'sets': 4, 'reps': 10}, {'exercise': 'Dips (Using bodyweight)', 'sets': 3, 'reps': 15}, {'exercise': 'Cable Tricep Extensions w/Rope (45 secs rest between sets)', 'sets': 4, 'reps': 15}, {'exercise': 'Bench Dips (Put plates in your lap to add resistance; only 45 sec rest between sets)', 'sets': 4, 'reps': 15}], [{'exercise': 'Dumbbell Rows ', 'sets': 1, 'reps': 20}, {'exercise': 'Wide Grip Lat Pull Down', 'sets': 4, 'reps': 15}, {'exercise': 'Rows ', 'sets': 5, 'reps': 15}, {'exercise': 'Seated Barbell Curl (45 secs rest between sets)', 'sets': 4, 'reps': 15}, {'exercise': 'Dumbbell Spider Curls (45 secs rest between sets)', 'sets': 4, 'reps': 15}], [{'exercise': 'Machine Rear Delt Laterals', 'sets': 3, 'reps': 20}, {'exercise': 'Dumbbell Shrugs (Work up to max set of 10 reps then 3x10 reps heavy as possible)', 'sets': 3, 'reps': 10}], [{'exercise': 'Leg Press **', 'sets': 10, 'reps': 50}, {'exercise': 'Bulgarian Split Squat (Reps are per leg)', 'sets': 3, 'reps': 12}, {'exercise': 'Dumbbell Stiff Leg Deadlift', 'sets': 4, 'reps': 10}, {'exercise': 'Seated Leg Curls', 'sets': 3, 'reps': 20}]]"
Build Muscle,Intermediate,3,52.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar']",Male,"[[{'exercise': 'Static Handstand Hold', 'sets': 4, 'reps': 15}, {'exercise': 'Chin Up Bar Hang', 'sets': 4, 'reps': 15}, {'exercise': '1', 'sets': 4, 'reps': 15}, {'exercise': 'Trap Bar ', 'sets': 3, 'reps': 5}, {'exercise': 'Single Arm Dumbbell Push Press', 'sets': 3, 'reps': 5}, {'exercise': 'Lat Pulldown ', 'sets': 3, 'reps': 5}, {'exercise': 'Dumbbell Curl', 'sets': 4, 'reps': 13}, {'exercise': 'Lying Dumbbell Extension', 'sets': 4, 'reps': 13}], [{'exercise': 'Static Handstand Hold', 'sets': 4, 'reps': 15}, {'exercise': 'Chin Up bar Hang', 'sets': 4, 'reps': 15}, {'exercise': '1', 'sets': 4, 'reps': 15}, {'exercise': 'Goblet Squat', 'sets': 4, 'reps': 9}, {'exercise': 'Dumbbell Incline Press', 'sets': 4, 'reps': 9}, {'exercise': '1', 'sets': 4, 'reps': 9}, {'exercise': 'Cable Face Pull', 'sets': 3, 'reps': 13}, {'exercise': 'Farmer Walk', 'sets': 3, 'reps': 38}], [{'exercise': 'Static Handstand Hold', 'sets': 4, 'reps': 15}, {'exercise': 'Chin Up Bar Hang', 'sets': 4, 'reps': 15}, {'exercise': '1', 'sets': 4, 'reps': 15}, {'exercise': 'Single Leg Deadlift', 'sets': 4, 'reps': 11}, {'exercise': 'Seated Dumbbell Shoulder Press', 'sets': 4, 'reps': 11}, {'exercise': 'Seated Cable Row', 'sets': 4, 'reps': 11}, {'exercise': 'Close Grip Push Ups', 'sets': 3, 'reps': 13}, {'exercise': 'EZ Bar Curls', 'sets': 3, 'reps': 13}]]"
Build Muscle,Intermediate,3,52.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar']",Female,"[[{'exercise': 'Static Handstand Hold', 'sets': 4, 'reps': 15}, {'exercise': 'Chin Up Bar Hang', 'sets': 4, 'reps': 15}, {'exercise': '1', 'sets': 4, 'reps': 15}, {'exercise': 'Trap Bar ', 'sets': 3, 'reps': 5}, {'exercise': 'Single Arm Dumbbell Push Press', 'sets': 3, 'reps': 5}, {'exercise': 'Lat Pulldown ', 'sets': 3, 'reps': 5}, {'exercise': 'Dumbbell Curl', 'sets': 4, 'reps': 13}, {'exercise': 'Lying Dumbbell Extension', 'sets': 4, 'reps': 13}], [{'exercise': 'Static Handstand Hold', 'sets': 4, 'reps': 15}, {'exercise': 'Chin Up bar Hang', 'sets': 4, 'reps': 15}, {'exercise': '1', 'sets': 4, 'reps': 15}, {'exercise': 'Goblet Squat', 'sets': 4, 'reps': 9}, {'exercise': 'Dumbbell Incline Press', 'sets': 4, 'reps': 9}, {'exercise': '1', 'sets': 4, 'reps': 9}, {'exercise': 'Cable Face Pull', 'sets': 3, 'reps': 13}, {'exercise': 'Farmer Walk', 'sets': 3, 'reps': 38}], [{'exercise': 'Static Handstand Hold', 'sets': 4, 'reps': 15}, {'exercise': 'Chin Up Bar Hang', 'sets': 4, 'reps': 15}, {'exercise': '1', 'sets': 4, 'reps': 15}, {'exercise': 'Single Leg Deadlift', 'sets': 4, 'reps': 11}, {'exercise': 'Seated Dumbbell Shoulder Press', 'sets': 4, 'reps': 11}, {'exercise': 'Seated Cable Row', 'sets': 4, 'reps': 11}, {'exercise': 'Close Grip Push Ups', 'sets': 3, 'reps': 13}, {'exercise': 'EZ Bar Curls', 'sets': 3, 'reps': 13}]]"
Build Muscle,Intermediate,4,67.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar', 'Machines', 'Other']",Male,"[[{'exercise': 'Safety Bar or Front Squat', 'sets': 4, 'reps': 4}, {'exercise': 'Trap Bar Deadlift', 'sets': 4, 'reps': 4}, {'exercise': 'Hack Squat Machine', 'sets': 4, 'reps': 13}, {'exercise': 'Glute Ham Raise', 'sets': 4, 'reps': 8}, {'exercise': 'Seated Calf Raise', 'sets': 4, 'reps': 8}], [{'exercise': 'Dumbbell Bench Press', 'sets': 4, 'reps': 4}, {'exercise': 'One Arm Dumbbell Row', 'sets': 4, 'reps': 4}, {'exercise': 'Overhead Press', 'sets': 3, 'reps': 4}, {'exercise': 'Pull Up', 'sets': 4, 'reps': 8}, {'exercise': 'Incline Bench Press', 'sets': 4, 'reps': 8}, {'exercise': 'Triceps Dips', 'sets': 3, 'reps': 8}, {'exercise': ""Farmer's Carry"", 'sets': 3, 'reps': 60}], [{'exercise': 'Front Squat or Goblet Squat', 'sets': 4, 'reps': 10}, {'exercise': 'Dumbbell Reverse Lunge', 'sets': 4, 'reps': 10}, {'exercise': 'Barbell Hip Thrust', 'sets': 4, 'reps': 10}, {'exercise': 'Leg Extension', 'sets': 4, 'reps': 13}, {'exercise': 'Romanian Deadlift', 'sets': 4, 'reps': 13}, {'exercise': 'Standing Machine Calf Raise', 'sets': 4, 'reps': 10}], [{'exercise': 'Incline Dumbbell Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Decline Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Lat Pull Down', 'sets': 4, 'reps': 10}, {'exercise': 'Inverted Row', 'sets': 4, 'reps': 10}, {'exercise': 'Cable Face Pull', 'sets': 4, 'reps': 10}, {'exercise': 'Lateral Raise', 'sets': 4, 'reps': 10}, {'exercise': 'Barbell Curl', 'sets': 4, 'reps': 10}, {'exercise': 'Incline Skullcrusher', 'sets': 4, 'reps': 10}]]"
Build Muscle,Intermediate,4,67.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar', 'Machines', 'Other']",Female,"[[{'exercise': 'Safety Bar or Front Squat', 'sets': 4, 'reps': 4}, {'exercise': 'Trap Bar Deadlift', 'sets': 4, 'reps': 4}, {'exercise': 'Hack Squat Machine', 'sets': 4, 'reps': 13}, {'exercise': 'Glute Ham Raise', 'sets': 4, 'reps': 8}, {'exercise': 'Seated Calf Raise', 'sets': 4, 'reps': 8}], [{'exercise': 'Dumbbell Bench Press', 'sets': 4, 'reps': 4}, {'exercise': 'One Arm Dumbbell Row', 'sets': 4, 'reps': 4}, {'exercise': 'Overhead Press', 'sets': 3, 'reps': 4}, {'exercise': 'Pull Up', 'sets': 4, 'reps': 8}, {'exercise': 'Incline Bench Press', 'sets': 4, 'reps': 8}, {'exercise': 'Triceps Dips', 'sets': 3, 'reps': 8}, {'exercise': ""Farmer's Carry"", 'sets': 3, 'reps': 60}], [{'exercise': 'Front Squat or Goblet Squat', 'sets': 4, 'reps': 10}, {'exercise': 'Dumbbell Reverse Lunge', 'sets': 4, 'reps': 10}, {'exercise': 'Barbell Hip Thrust', 'sets': 4, 'reps': 10}, {'exercise': 'Leg Extension', 'sets': 4, 'reps': 13}, {'exercise': 'Romanian Deadlift', 'sets': 4, 'reps': 13}, {'exercise': 'Standing Machine Calf Raise', 'sets': 4, 'reps': 10}], [{'exercise': 'Incline Dumbbell Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Decline Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Lat Pull Down', 'sets': 4, 'reps': 10}, {'exercise': 'Inverted Row', 'sets': 4, 'reps': 10}, {'exercise': 'Cable Face Pull', 'sets': 4, 'reps': 10}, {'exercise': 'Lateral Raise', 'sets': 4, 'reps': 10}, {'exercise': 'Barbell Curl', 'sets': 4, 'reps': 10}, {'exercise': 'Incline Skullcrusher', 'sets': 4, 'reps': 10}]]"
